1708140731.711486 P  %CPU     PID USER      PR  NI    VIRT    RES    SHR S  %MEM     TIME+ COMMAND
1708141742.043163 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:23.40 test-cpu-determinism.gtofd.exe
1708141743.090429 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:24.45 test-cpu-determinism.gtofd.exe
1708141744.137774 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:25.50 test-cpu-determinism.gtofd.exe
1708141745.190210 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:26.55 test-cpu-determinism.gtofd.exe
1708141746.248239 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:27.60 test-cpu-determinism.gtofd.exe
1708141747.305585 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:28.67 test-cpu-determinism.gtofd.exe
1708141748.361510 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:29.72 test-cpu-determinism.gtofd.exe
1708141749.411191 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:30.77 test-cpu-determinism.gtofd.exe
1708141750.458764 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   0:31.81 test-cpu-determinism.gtofd.exe
1708141751.517692 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:32.87 test-cpu-determinism.gtofd.exe
1708141752.572736 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:33.92 test-cpu-determinism.gtofd.exe
1708141753.626271 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:34.98 test-cpu-determinism.gtofd.exe
1708141754.679950 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:36.03 test-cpu-determinism.gtofd.exe
1708141755.733309 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:37.09 test-cpu-determinism.gtofd.exe
1708141756.786392 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:38.14 test-cpu-determinism.gtofd.exe
1708141757.841038 P  %CPU     PID USER      PR  NI    VIRT    RES    SHR S  %MEM     TIME+ COMMAND
1708141757.841062 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:39.20 test-cpu-determinism.gtofd.exe
1708141758.895460 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:40.25 test-cpu-determinism.gtofd.exe
1708141759.958362 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:41.31 test-cpu-determinism.gtofd.exe
1708141761.018134 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:42.37 test-cpu-determinism.gtofd.exe
1708141762.071317 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:43.42 test-cpu-determinism.gtofd.exe
1708141763.118866 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:44.47 test-cpu-determinism.gtofd.exe
1708141764.166398 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:45.52 test-cpu-determinism.gtofd.exe
1708141765.218179 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:46.57 test-cpu-determinism.gtofd.exe
1708141766.271134 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:47.62 test-cpu-determinism.gtofd.exe
1708141767.326514 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:48.68 test-cpu-determinism.gtofd.exe
1708141768.380347 4  97.2   76353 root       0 -20    8380   1088    984 R   0.0   0:49.71 test-cpu-determinism.gtofd.exe
1708141769.434594 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:50.77 test-cpu-determinism.gtofd.exe
1708141770.488434 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   0:51.82 test-cpu-determinism.gtofd.exe
1708141771.541774 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:52.88 test-cpu-determinism.gtofd.exe
1708141772.593396 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:53.93 test-cpu-determinism.gtofd.exe
1708141773.642053 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:54.98 test-cpu-determinism.gtofd.exe
1708141774.690607 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:56.03 test-cpu-determinism.gtofd.exe
1708141775.742407 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:57.08 test-cpu-determinism.gtofd.exe
1708141776.794155 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:58.13 test-cpu-determinism.gtofd.exe
1708141777.844274 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   0:59.18 test-cpu-determinism.gtofd.exe
1708141778.892451 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   1:00.22 test-cpu-determinism.gtofd.exe
1708141779.942539 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:01.28 test-cpu-determinism.gtofd.exe
1708141780.991875 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   1:02.32 test-cpu-determinism.gtofd.exe
1708141782.041170 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:03.38 test-cpu-determinism.gtofd.exe
1708141783.090549 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   1:04.42 test-cpu-determinism.gtofd.exe
1708141784.137826 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:05.47 test-cpu-determinism.gtofd.exe
1708141785.185225 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:06.52 test-cpu-determinism.gtofd.exe
1708141786.239221 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:07.57 test-cpu-determinism.gtofd.exe
1708141787.297766 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   1:08.63 test-cpu-determinism.gtofd.exe
1708141788.352346 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:09.68 test-cpu-determinism.gtofd.exe
1708141789.408027 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:10.74 test-cpu-determinism.gtofd.exe
1708141790.461257 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:11.79 test-cpu-determinism.gtofd.exe
1708141791.515193 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:12.84 test-cpu-determinism.gtofd.exe
1708141792.567795 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:13.90 test-cpu-determinism.gtofd.exe
1708141793.621513 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:14.96 test-cpu-determinism.gtofd.exe
1708141794.674823 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:16.01 test-cpu-determinism.gtofd.exe
1708141795.734402 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:17.07 test-cpu-determinism.gtofd.exe
1708141796.786786 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:18.12 test-cpu-determinism.gtofd.exe
1708141797.835431 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:19.17 test-cpu-determinism.gtofd.exe
1708141798.888327 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:20.22 test-cpu-determinism.gtofd.exe
1708141799.949187 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:21.29 test-cpu-determinism.gtofd.exe
1708141801.000060 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   1:22.33 test-cpu-determinism.gtofd.exe
1708141802.052914 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:23.39 test-cpu-determinism.gtofd.exe
1708141803.099501 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   1:24.43 test-cpu-determinism.gtofd.exe
1708141804.146530 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:25.48 test-cpu-determinism.gtofd.exe
1708141805.198510 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   1:26.53 test-cpu-determinism.gtofd.exe
1708141806.250723 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:27.58 test-cpu-determinism.gtofd.exe
1708141807.303134 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:28.64 test-cpu-determinism.gtofd.exe
1708141808.349540 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   1:29.68 test-cpu-determinism.gtofd.exe
1708141809.395408 P  %CPU     PID USER      PR  NI    VIRT    RES    SHR S  %MEM     TIME+ COMMAND
1708141809.395451 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:30.73 test-cpu-determinism.gtofd.exe
1708141810.446333 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:31.78 test-cpu-determinism.gtofd.exe
1708141811.493640 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:32.83 test-cpu-determinism.gtofd.exe
1708141812.546658 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:33.88 test-cpu-determinism.gtofd.exe
1708141813.614394 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:34.95 test-cpu-determinism.gtofd.exe
1708141814.681651 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:36.02 test-cpu-determinism.gtofd.exe
1708141815.739733 4  98.1   76353 root       0 -20    8380   1088    984 R   0.0   1:37.07 test-cpu-determinism.gtofd.exe
1708141816.806925 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:38.13 test-cpu-determinism.gtofd.exe
1708141817.869172 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:39.20 test-cpu-determinism.gtofd.exe
1708141818.930748 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:40.26 test-cpu-determinism.gtofd.exe
1708141819.992497 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:41.32 test-cpu-determinism.gtofd.exe
1708141821.043308 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:42.37 test-cpu-determinism.gtofd.exe
1708141822.096278 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:43.42 test-cpu-determinism.gtofd.exe
1708141823.142080 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:44.47 test-cpu-determinism.gtofd.exe
1708141824.188856 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:45.52 test-cpu-determinism.gtofd.exe
1708141825.245945 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:46.57 test-cpu-determinism.gtofd.exe
1708141826.305503 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:47.64 test-cpu-determinism.gtofd.exe
1708141827.359000 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   1:48.69 test-cpu-determinism.gtofd.exe
1708141828.406342 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:49.74 test-cpu-determinism.gtofd.exe
1708141829.458494 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:50.79 test-cpu-determinism.gtofd.exe
1708141830.524875 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   1:51.85 test-cpu-determinism.gtofd.exe
1708141831.585318 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:52.92 test-cpu-determinism.gtofd.exe
1708141832.646461 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:53.98 test-cpu-determinism.gtofd.exe
1708141833.712374 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:55.04 test-cpu-determinism.gtofd.exe
1708141834.778476 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   1:56.10 test-cpu-determinism.gtofd.exe
1708141835.837344 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:57.16 test-cpu-determinism.gtofd.exe
1708141835.837365 4   0.9   64015 root      20   0       0      0      0 I   0.0   0:00.20 [kworker/4:2-events]
1708141836.889870 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:58.22 test-cpu-determinism.gtofd.exe
1708141837.936190 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   1:59.26 test-cpu-determinism.gtofd.exe
1708141838.983098 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:00.31 test-cpu-determinism.gtofd.exe
1708141840.031260 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:01.36 test-cpu-determinism.gtofd.exe
1708141841.078549 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   2:02.40 test-cpu-determinism.gtofd.exe
1708141842.131017 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:03.46 test-cpu-determinism.gtofd.exe
1708141843.185518 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:04.51 test-cpu-determinism.gtofd.exe
1708141844.232260 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:05.56 test-cpu-determinism.gtofd.exe
1708141845.279142 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   2:06.60 test-cpu-determinism.gtofd.exe
1708141846.326120 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:07.66 test-cpu-determinism.gtofd.exe
1708141847.375733 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:08.71 test-cpu-determinism.gtofd.exe
1708141848.425759 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:09.76 test-cpu-determinism.gtofd.exe
1708141849.481518 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   2:10.81 test-cpu-determinism.gtofd.exe
1708141850.528310 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:11.86 test-cpu-determinism.gtofd.exe
1708141851.583228 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:12.91 test-cpu-determinism.gtofd.exe
1708141852.648421 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:13.98 test-cpu-determinism.gtofd.exe
1708141853.695917 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   2:15.02 test-cpu-determinism.gtofd.exe
1708141854.746608 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:16.07 test-cpu-determinism.gtofd.exe
1708141855.808388 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:17.13 test-cpu-determinism.gtofd.exe
1708141856.854943 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:18.18 test-cpu-determinism.gtofd.exe
1708141857.909493 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   2:19.23 test-cpu-determinism.gtofd.exe
1708141858.963266 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:20.28 test-cpu-determinism.gtofd.exe
1708141860.018254 P  %CPU     PID USER      PR  NI    VIRT    RES    SHR S  %MEM     TIME+ COMMAND
1708141860.018277 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:21.34 test-cpu-determinism.gtofd.exe
1708141861.079113 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:22.40 test-cpu-determinism.gtofd.exe
1708141862.134197 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:23.46 test-cpu-determinism.gtofd.exe
1708141863.187635 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:24.51 test-cpu-determinism.gtofd.exe
1708141864.241262 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   2:25.56 test-cpu-determinism.gtofd.exe
1708141865.292636 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:26.62 test-cpu-determinism.gtofd.exe
1708141866.339614 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:27.67 test-cpu-determinism.gtofd.exe
1708141867.387444 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:28.71 test-cpu-determinism.gtofd.exe
1708141868.434960 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:29.76 test-cpu-determinism.gtofd.exe
1708141869.486656 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:30.81 test-cpu-determinism.gtofd.exe
1708141870.533831 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:31.86 test-cpu-determinism.gtofd.exe
1708141871.588836 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:32.91 test-cpu-determinism.gtofd.exe
1708141872.648754 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:33.98 test-cpu-determinism.gtofd.exe
1708141873.695290 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:35.02 test-cpu-determinism.gtofd.exe
1708141874.742568 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:36.07 test-cpu-determinism.gtofd.exe
1708141875.790189 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   2:37.11 test-cpu-determinism.gtofd.exe
1708141876.837732 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:38.16 test-cpu-determinism.gtofd.exe
1708141877.884844 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:39.21 test-cpu-determinism.gtofd.exe
1708141878.938007 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:40.26 test-cpu-determinism.gtofd.exe
1708141879.998108 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:41.32 test-cpu-determinism.gtofd.exe
1708141881.045617 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:42.37 test-cpu-determinism.gtofd.exe
1708141882.093630 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   2:43.41 test-cpu-determinism.gtofd.exe
1708141883.142967 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:44.46 test-cpu-determinism.gtofd.exe
1708141884.194547 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:45.51 test-cpu-determinism.gtofd.exe
1708141885.251088 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:46.57 test-cpu-determinism.gtofd.exe
1708141886.310718 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   2:47.63 test-cpu-determinism.gtofd.exe
1708141887.363708 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:48.69 test-cpu-determinism.gtofd.exe
1708141888.426361 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:49.75 test-cpu-determinism.gtofd.exe
1708141889.474154 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:50.80 test-cpu-determinism.gtofd.exe
1708141890.527440 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:51.85 test-cpu-determinism.gtofd.exe
1708141891.586482 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:52.91 test-cpu-determinism.gtofd.exe
1708141892.640670 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:53.97 test-cpu-determinism.gtofd.exe
1708141893.687770 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   2:55.01 test-cpu-determinism.gtofd.exe
1708141894.735001 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:56.05 test-cpu-determinism.gtofd.exe
1708141895.781431 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:57.10 test-cpu-determinism.gtofd.exe
1708141896.834895 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:58.15 test-cpu-determinism.gtofd.exe
1708141897.889311 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   2:59.21 test-cpu-determinism.gtofd.exe
1708141898.937702 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:00.26 test-cpu-determinism.gtofd.exe
1708141899.985106 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   3:01.30 test-cpu-determinism.gtofd.exe
1708141901.041260 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:02.37 test-cpu-determinism.gtofd.exe
1708141902.088403 4  98.1   76353 root       0 -20    8380   1088    984 R   0.0   3:03.41 test-cpu-determinism.gtofd.exe
1708141903.142112 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:04.46 test-cpu-determinism.gtofd.exe
1708141904.189259 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:05.51 test-cpu-determinism.gtofd.exe
1708141905.242391 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:06.56 test-cpu-determinism.gtofd.exe
1708141906.289598 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:07.61 test-cpu-determinism.gtofd.exe
1708141907.342373 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:08.66 test-cpu-determinism.gtofd.exe
1708141908.400911 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:09.71 test-cpu-determinism.gtofd.exe
1708141909.459395 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   3:10.77 test-cpu-determinism.gtofd.exe
1708141910.508705 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:11.82 test-cpu-determinism.gtofd.exe
1708141911.555632 P  %CPU     PID USER      PR  NI    VIRT    RES    SHR S  %MEM     TIME+ COMMAND
1708141911.555655 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:12.87 test-cpu-determinism.gtofd.exe
1708141912.602588 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:13.92 test-cpu-determinism.gtofd.exe
1708141913.652039 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:14.97 test-cpu-determinism.gtofd.exe
1708141914.701402 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:16.02 test-cpu-determinism.gtofd.exe
1708141915.763334 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:17.08 test-cpu-determinism.gtofd.exe
1708141916.823230 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:18.14 test-cpu-determinism.gtofd.exe
1708141917.870000 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:19.19 test-cpu-determinism.gtofd.exe
1708141918.917230 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:20.23 test-cpu-determinism.gtofd.exe
1708141919.964928 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:21.28 test-cpu-determinism.gtofd.exe
1708141921.012745 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:22.33 test-cpu-determinism.gtofd.exe
1708141922.065010 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:23.38 test-cpu-determinism.gtofd.exe
1708141923.118213 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:24.43 test-cpu-determinism.gtofd.exe
1708141924.165223 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:25.48 test-cpu-determinism.gtofd.exe
1708141925.215678 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:26.53 test-cpu-determinism.gtofd.exe
1708141926.264091 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:27.58 test-cpu-determinism.gtofd.exe
1708141927.313040 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   3:28.62 test-cpu-determinism.gtofd.exe
1708141928.360259 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:29.67 test-cpu-determinism.gtofd.exe
1708141929.407482 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:30.72 test-cpu-determinism.gtofd.exe
1708141930.456235 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:31.77 test-cpu-determinism.gtofd.exe
1708141931.508086 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   3:32.82 test-cpu-determinism.gtofd.exe
1708141932.555468 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:33.87 test-cpu-determinism.gtofd.exe
1708141933.602767 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   3:34.91 test-cpu-determinism.gtofd.exe
1708141934.649859 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:35.97 test-cpu-determinism.gtofd.exe
1708141935.708237 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:37.02 test-cpu-determinism.gtofd.exe
1708141936.758311 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   3:38.07 test-cpu-determinism.gtofd.exe
1708141937.805273 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:39.12 test-cpu-determinism.gtofd.exe
1708141938.859018 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   3:40.17 test-cpu-determinism.gtofd.exe
1708141939.905928 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:41.22 test-cpu-determinism.gtofd.exe
1708141940.958807 4  99.1   76353 root       0 -20    8380   1088    984 R   0.0   3:42.27 test-cpu-determinism.gtofd.exe
1708141942.006002 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:43.32 test-cpu-determinism.gtofd.exe
1708141943.053326 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:44.37 test-cpu-determinism.gtofd.exe
1708141944.107353 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:45.42 test-cpu-determinism.gtofd.exe
1708141945.160746 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:46.48 test-cpu-determinism.gtofd.exe
1708141946.213138 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:47.53 test-cpu-determinism.gtofd.exe
1708141947.265455 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:48.58 test-cpu-determinism.gtofd.exe
1708141948.323166 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:49.64 test-cpu-determinism.gtofd.exe
1708141949.389089 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:50.71 test-cpu-determinism.gtofd.exe
1708141950.437859 4  98.1   76353 root       0 -20    8380   1088    984 R   0.0   3:51.75 test-cpu-determinism.gtofd.exe
1708141951.491113 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:52.81 test-cpu-determinism.gtofd.exe
1708141952.551555 4  98.1   76353 root       0 -20    8380   1088    984 R   0.0   3:53.86 test-cpu-determinism.gtofd.exe
1708141953.606388 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:54.92 test-cpu-determinism.gtofd.exe
1708141954.659382 4  97.2   76353 root       0 -20    8380   1088    984 R   0.0   3:55.95 test-cpu-determinism.gtofd.exe
1708141955.716331 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:57.00 test-cpu-determinism.gtofd.exe
1708141956.763256 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:58.05 test-cpu-determinism.gtofd.exe
1708141957.811372 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   3:59.10 test-cpu-determinism.gtofd.exe
1708141958.866000 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:00.16 test-cpu-determinism.gtofd.exe
1708141959.918075 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   4:01.20 test-cpu-determinism.gtofd.exe
1708141960.966683 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:02.25 test-cpu-determinism.gtofd.exe
1708141962.014041 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:03.31 test-cpu-determinism.gtofd.exe
1708141963.061709 P  %CPU     PID USER      PR  NI    VIRT    RES    SHR S  %MEM     TIME+ COMMAND
1708141963.061750 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   4:04.35 test-cpu-determinism.gtofd.exe
1708141964.109662 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:05.40 test-cpu-determinism.gtofd.exe
1708141965.167282 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:06.46 test-cpu-determinism.gtofd.exe
1708141966.214160 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:07.51 test-cpu-determinism.gtofd.exe
1708141967.260994 4  99.0   76353 root       0 -20    8380   1088    984 R   0.0   4:08.55 test-cpu-determinism.gtofd.exe
1708141968.307694 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:09.60 test-cpu-determinism.gtofd.exe
1708141969.355147 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:10.64 test-cpu-determinism.gtofd.exe
1708141970.407661 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:11.69 test-cpu-determinism.gtofd.exe
1708141971.467009 4  99.9   76353 root       0 -20    8380   1088    984 R   0.0   4:12.75 test-cpu-determinism.gtofd.exe
